xhash,localized_a,localized_a,localized_a,string,xhash,string,string,string,localized_a,string,string,string,string,string,localized_a,string,xhash,localized_a,string,xhash,string,string,xhash,string,string,xhash,string,string,xhash,string,localized_a,int
#hash_fb9ca38cca08ec45,a&,a&COOP_GAME_PLAY/RESPAWN_CHOPPER,a&COOP_GAME_PLAY/RESPAWN_CHOPPER,hud_icon_killstreak_chopper_support,#hash_55aeae99c8139ca5,killstreak_splash,super,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_3db400e787c5402b,a&SPLASHES/BR_AIRDROP_INCOMING,a&SPLASHES/BR_AIRDROP_INCOMING,a&,hud_icon_killstreak_emergency_airdrop,#hash_170ee0b4b76e1d35,playercard_splash,global,,a&,,,,HUD.friendlyTeam,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_87b46287639d1df7,a&SPLASHES/BR_AIRDROP_LANDED,a&SPLASHES/BR_AIRDROP_LANDED,a&,hud_icon_killstreak_emergency_airdrop,#hash_7dc986efd72215cb,playercard_splash,global,,a&,,,,,,a&Fluff Number,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_974a1700b96398ae,a&MP_SABA/CALLOUT_HYDRO_TAC,a&MP_SABA/CALLOUT_HYDRO_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&2,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_27d942d14298a64c,a&MP_SABA/CALLOUT_OILFIELD_TAC,a&MP_SABA/CALLOUT_OILFIELD_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&3,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_6e44f53982298aac,a&MP_SABA/CALLOUT_EXHUME_TAC,a&MP_SABA/CALLOUT_EXHUME_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&4,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_744572d769e850aa,a&MP_SABA/CALLOUT_CAVES_TAC,a&MP_SABA/CALLOUT_CAVES_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&5,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_ac546b63d8832351,a&MP_SABA/CALLOUT_FORT_TAC,a&MP_SABA/CALLOUT_FORT_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&6,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_a6af5abafee0c55b,a&MP_SABA/CALLOUT_WARTORN_TAC,a&MP_SABA/CALLOUT_WARTORN_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&7,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_efabe3f63ac6a6f8,a&MP_SABA/CALLOUT_OBSERVATORY_TAC,a&MP_SABA/CALLOUT_OBSERVATORY_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&8,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_797b82a392bf9489,a&MP_SABA/CALLOUT_S5_REVEAL_TAC,a&MP_SABA/CALLOUT_S5_REVEAL_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&8,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_5b1a17edd95cfd65,a&MP_SABA/CALLOUT_OASIS_TAC,a&MP_SABA/CALLOUT_OASIS_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&9,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_f5789ba5b0e916ce,a&MP_SABA/CALLOUT_MARSHLAND_TAC,a&MP_SABA/CALLOUT_MARSHLAND_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&0,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_2287189dc8345956,a&MP_SABA/CALLOUT_MTNTWN_TAC,a&MP_SABA/CALLOUT_MTNTWN_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&1,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_ad7a83aebecf4e26,a&MP_SABA/CALLOUT_OLDTWN_TAC,a&MP_SABA/CALLOUT_OLDTWN_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&2,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_9cf277c8bcfe81c5,a&MP_SABA/CALLOUT_SIRA_TAC,a&MP_SABA/CALLOUT_SIRA_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&3,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_4febb519595f90c8,a&MP_SABA/CALLOUT_MODERNCITY_TAC,a&MP_SABA/CALLOUT_MODERNCITY_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&4,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_c9179699788112e8,a&MP_SABA/CALLOUT_LONE_TAC,a&MP_SABA/CALLOUT_LONE_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&5,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_5547dff20631168f,a&MP_SABA/CALLOUT_AIRPORT_TAC,a&MP_SABA/CALLOUT_AIRPORT_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&6,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_40b11257915a951c,a&MP_SABA/CALLOUT_CEMETERY_TAC,a&MP_SABA/CALLOUT_CEMETERY_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&7,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_dfa8f7b6416ad03b,a&MP_SABA/CALLOUT_FISHTWN_TAC,a&MP_SABA/CALLOUT_FISHTWN_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&8,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_4771d4e319b61190,a&MP_SABA/CALLOUT_SUNKEN_TAC,a&MP_SABA/CALLOUT_SUNKEN_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&9,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_a94515027cd4e7f3,a&MP_SEALION/CALLOUT_GREENHOUSES_TAC,a&MP_SEALION/CALLOUT_GREENHOUSES_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&0,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_bcfb7526b6ea91ef,a&MP_SEALION/CALLOUT_BEACH_TAC,a&MP_SEALION/CALLOUT_BEACH_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&1,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_b786eae83cbda060,a&MP_SEALION/CALLOUT_CASTLE_TAC,a&MP_SEALION/CALLOUT_CASTLE_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&2,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_50c3f6bf9a8cfef6,a&MP_SEALION/CALLOUT_COASTALRUINS_TAC,a&MP_SEALION/CALLOUT_COASTALRUINS_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&3,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_d435f41b2be9409f,a&MP_SEALION/CALLOUT_PORT_TAC,a&MP_SEALION/CALLOUT_PORT_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&4,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_7ae578cdc940c954,a&MP_SEALION/CALLOUT_PORTRUINS_TAC,a&MP_SEALION/CALLOUT_PORTRUINS_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&5,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_f3f4e182d1c4d05a,a&MP_SEALION/CALLOUT_POWERPLANT_TAC,a&MP_SEALION/CALLOUT_POWERPLANT_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&6,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_ffd4ec76c0ec3632,a&MP_SEALION/CALLOUT_RESIDENCES_TAC,a&MP_SEALION/CALLOUT_RESIDENCES_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&7,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_646b8283107e9f10,a&MP_SEALION/CALLOUT_SHIPWRECK_TAC,a&MP_SEALION/CALLOUT_SHIPWRECK_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&8,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_5bc105dea37a59e9,a&MP_SEALION/CALLOUT_TOWN_TAC,a&MP_SEALION/CALLOUT_TOWN_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&9,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_e8672f69352ea8d,a&MP_SEALION/CALLOUT_TREATMENT_TAC,a&MP_SEALION/CALLOUT_TREATMENT_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&10,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_307f8f7aa55756ab,a&MP_SEALION/CALLOUT_WATERWAYS_TAC,a&MP_SEALION/CALLOUT_WATERWAYS_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&11,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_d6aa74458d197075,a&MP_DELTA/CALLOUT_CASTLE_TAC,a&MP_DELTA/CALLOUT_CASTLE_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&2,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_558133142e33e9d9,a&MP_DELTA/CALLOUT_CITYHALL_TAC,a&MP_DELTA/CALLOUT_CITYHALL_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&3,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_6b3a3a8ad3a98eb9,a&MP_DELTA/CALLOUT_CEMETERY_TAC,a&MP_DELTA/CALLOUT_CEMETERY_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&7,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_5fe8d3e6f0cd917e,a&MP_DELTA/CALLOUT_FLOATINGHOUSES_TAC,a&MP_DELTA/CALLOUT_FLOATINGHOUSES_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&4,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_6b18e719fb5a709d,a&MP_DELTA/CALLOUT_MARKET_TAC,a&MP_DELTA/CALLOUT_MARKET_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&5,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_51111efacc1b7deb,a&MP_DELTA/CALLOUT_FIREDEPT_TAC,a&MP_DELTA/CALLOUT_FIREDEPT_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&6,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_dae679266f17c3f4,a&MP_DELTA/CALLOUT_LIBRARY_TAC,a&MP_DELTA/CALLOUT_LIBRARY_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&7,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_bd231d6201c893ff,a&MP_DELTA/CALLOUT_MARINA_TAC,a&MP_DELTA/CALLOUT_MARINA_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&8,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_2e27bd6d5e2699e1,a&MP_DELTA/CALLOUT_MUSEUMS_TAC,a&MP_DELTA/CALLOUT_MUSEUMS_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&9,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_d45eeb6b11d5e208,a&MP_DELTA/CALLOUT_EXHIBIT_TAC,a&MP_DELTA/CALLOUT_EXHIBIT_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&0,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_284b51ea55a2d9aa,a&MP_DELTA/CALLOUT_TOWNHOUSES_TAC,a&MP_DELTA/CALLOUT_TOWNHOUSES_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&1,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_284b50ea55a2d7f7,a&MP_DELTA/CALLOUT_TOWNHOUSES_TAC,a&MP_DELTA/CALLOUT_TOWNHOUSES_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&2,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_284b4fea55a2d644,a&MP_DELTA/CALLOUT_TOWNHOUSES_TAC,a&MP_DELTA/CALLOUT_TOWNHOUSES_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&3,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_284b4eea55a2d491,a&MP_DELTA/CALLOUT_TOWNHOUSES_TAC,a&MP_DELTA/CALLOUT_TOWNHOUSES_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&4,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_284b4dea55a2d2de,a&MP_DELTA/CALLOUT_TOWNHOUSES_TAC,a&MP_DELTA/CALLOUT_TOWNHOUSES_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&5,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_284b4cea55a2d12b,a&MP_DELTA/CALLOUT_TOWNHOUSES_TAC,a&MP_DELTA/CALLOUT_TOWNHOUSES_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&6,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_284b4bea55a2cf78,a&MP_DELTA/CALLOUT_TOWNHOUSES_TAC,a&MP_DELTA/CALLOUT_TOWNHOUSES_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&8,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_94af89fbe8d334b5,a&MP_DELTA/CALLOUT_POLICESTATION_TAC,a&MP_DELTA/CALLOUT_POLICESTATION_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&9,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_2ef99fa8668726bc,a&MP_DELTA/CALLOUT_STADIUM_TAC,a&MP_DELTA/CALLOUT_STADIUM_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&9,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_584562243bf8f7bf,a&MP_DELTA/CALLOUT_STATION_TAC,a&MP_DELTA/CALLOUT_STATION_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&9,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_6e25a1540f1abf78,a&MP_DELTA/CALLOUT_SHOPPING_TAC,a&MP_DELTA/CALLOUT_SHOPPING_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&9,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_244612870b2969c9,a&MP_DELTA/CALLOUT_WINDMILL_TAC,a&MP_DELTA/CALLOUT_WINDMILL_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&9,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_492af6dd82f4ad9d,a&MP_DELTA/CALLOUT_TERMINAL_TAC,a&MP_DELTA/CALLOUT_TERMINAL_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&9,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_e2892595f5a0bee7,a&MP_DELTA/CALLOUT_ZOO_TAC,a&MP_DELTA/CALLOUT_ZOO_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&9,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_a42476296c3cc3b,a&MP_BIOBUNKER/CALLOUT_BOSS_TAC,a&MP_BIOBUNKER/CALLOUT_BOSS_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&1,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_3a6dcecaa8248360,a&MP_BIOBUNKER/CALLOUT_CONTROLROOM_TAC,a&MP_BIOBUNKER/CALLOUT_CONTROLROOM_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&2,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_26eeb5931db570de,a&MP_BIOBUNKER/CALLOUT_DARK_TAC,a&MP_BIOBUNKER/CALLOUT_DARK_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&3,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_2d8594458870d617,a&MP_BIOBUNKER/CALLOUT_DATACENTER_TAC,a&MP_BIOBUNKER/CALLOUT_DATACENTER_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&4,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_9bb98050e6518677,a&MP_BIOBUNKER/CALLOUT_FLOODED_TAC,a&MP_BIOBUNKER/CALLOUT_FLOODED_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&5,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_2efd5fa73320b802,a&MP_BIOBUNKER/CALLOUT_OFFICE_TAC,a&MP_BIOBUNKER/CALLOUT_OFFICE_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&6,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_89fcdc8e8f2fae51,a&MP_BIOBUNKER/CALLOUT_RADIATION_TAC,a&MP_BIOBUNKER/CALLOUT_RADIATION_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&7,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_97291ff1679405fe,a&MP_BIOBUNKER/CALLOUT_SHOP_TAC,a&MP_BIOBUNKER/CALLOUT_SHOP_TAC,a&,hud_icon_splash_kill,#,splash,poi,,a&,,,,,,a&8,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_7b0601c26a7966b5,a&PERKS/PERK_PACKAGE_EARN_T2,a&PERKS/PERK_PACKAGE_EARN_T2,a&,iw9_icon_perk_scavenger,#mp_killstreak_earn_sfx,killstreak_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_ec268e1f06486f1e,a&PERKS/PERK_PACKAGE_EARN_COLDBLOOD,a&PERKS/PERK_PACKAGE_EARN_COLDBLOOD,a&,iw9_icon_perk_covert_ops,#mp_killstreak_earn_sfx,killstreak_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_d808b0b6968d5c29,a&PERKS/PERK_PACKAGE_EARN_T2,a&PERKS/PERK_PACKAGE_EARN_T2,a&,iw9_icon_perk_tactical_recon,#mp_killstreak_earn_sfx,killstreak_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_5dbc6ea0f708e5c1,a&PERKS/PERK_PACKAGE_EARN_HIGHALERT,a&PERKS/PERK_PACKAGE_EARN_HIGHALERT,a&PERKS/PERK_PACKAGE_ACTIVATE_SURVEILLANCE,iw9_icon_perk_surveillance,#mp_killstreak_earn_sfx,killstreak_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_111f1fb2eb39b477,a&PERKS/PERK_PACKAGE_EARN_HARDLINE,a&PERKS/PERK_PACKAGE_EARN_HARDLINE,a&PERKS/PERK_PACKAGE_ACTIVATE_HARDLINE,iw9_icon_perk_hardline,#hash_42d039e5fcf9e8f3,killstreak_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_d1a69a5d61e5d139,a&PERKS/PERK_PACKAGE_EARN_RESTOCK,a&PERKS/PERK_PACKAGE_EARN_RESTOCK,a&,iw9_icon_perk_restock,#mp_killstreak_earn_sfx,killstreak_splash,killstreak,,a&,,,,,1,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_2dc3775a30db9bda,a&PERKS/PERK_PACKAGE_ACTIVATE_HARDLINE,a&PERKS/PERK_PACKAGE_ACTIVATE_HARDLINE,a&,iw9_icon_perk_hardline,#hash_42d038e5fcf9e740,killstreak_splash,killstreak,,a&,,,,,1,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_a313e926a8632aba,a&PERKS/PERK_PACKAGE_ACTIVATE_RESTOCK,a&PERKS/PERK_PACKAGE_ACTIVATE_RESTOCK,a&,iw9_icon_perk_restock,#hash_42d038e5fcf9e740,killstreak_splash,killstreak,,a&,,,,,1,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_80d193b31b15d29d,a&PERKS/PERK_PACKAGE_ACTIVATE_HEADHUNTER,a&PERKS/PERK_PACKAGE_ACTIVATE_HEADHUNTER,a&,icon_perk_slot_headhunter_ui,#hash_42d038e5fcf9e740,killstreak_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_d718b3d4d4550710,a&PERKS/PERK_PACKAGE_EARN_T3,a&PERKS/PERK_PACKAGE_EARN_T3,a&PERKS/PERK_PACKAGE_EARN_T3_SUB,icon_perk_slot_headhunter_ui,#hash_42d039e5fcf9e8f3,killstreak_splash,killstreak,,a&,,,,,1,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_61ad06200bed8d29,a&PERKS/PERK_PACKAGE_ACTIVATE_ARMORED,a&PERKS/PERK_PACKAGE_ACTIVATE_ARMORED,a&,icon_perk_slot_armored_ui,#hash_42d038e5fcf9e740,killstreak_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_c88ac570222935e,a&PERKS/PERK_PACKAGE_EARN_T3,a&PERKS/PERK_PACKAGE_EARN_T3,a&PERKS/PERK_PACKAGE_EARN_T3_SUB,icon_perk_slot_armored_ui,#hash_42d039e5fcf9e8f3,killstreak_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_865954cdc3ec9124,a&PERKS/PERK_PACKAGE_ACTIVATE_SURVEILLANCE,a&PERKS/PERK_PACKAGE_ACTIVATE_SURVEILLANCE,a&,iw9_icon_perk_surveillance,#hash_42d038e5fcf9e740,killstreak_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_6fb1ffc4d9164bda,a&PERKS/PERK_PACKAGE_EARN_OVERCLOCK,a&PERKS/PERK_PACKAGE_EARN_OVERCLOCK,a&PERKS/PERK_PACKAGE_ACTIVATE_OVERCLOCK,iw9_icon_perk_overcharge,#hash_42d039e5fcf9e8f3,killstreak_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_755cdac464f1a037,a&PERKS/PERK_PACKAGE_ACTIVATE_OVERCLOCK,a&PERKS/PERK_PACKAGE_ACTIVATE_OVERCLOCK,a&,iw9_icon_perk_overcharge,#hash_42d038e5fcf9e740,killstreak_splash,killstreak,,a&,,,,,1,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_44de28144ae7e773,a&PERKS/PERK_PACKAGE_EARN_T2,a&PERKS/PERK_PACKAGE_EARN_T2,a&,icon_perk_slot_hunter_ui,#mp_killstreak_earn_sfx,killstreak_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_5ec9965b95458662,a&PERKS/PERK_PACKAGE_EARN_SURVIVOR,a&PERKS/PERK_PACKAGE_EARN_SURVIVOR,a&,iw9_icon_perk_survivor,#mp_killstreak_earn_sfx,killstreak_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_c63a21ac4eebfdb,a&PERKS/PERK_PACKAGE_EARN_QUICKFIX,a&PERKS/PERK_PACKAGE_EARN_QUICKFIX,a&,iw9_icon_perk_quick_fix,#mp_killstreak_earn_sfx,killstreak_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_f97c7c93a5c10541,a&PERKS/PERK_PACKAGE_EARN_GHOST,a&PERKS/PERK_PACKAGE_EARN_GHOST,a&PERKS/PERK_PACKAGE_ACTIVATE_GHOST,iw9_icon_perk_guerilla,#hash_42d039e5fcf9e8f3,killstreak_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_cbe893468b79b37a,a&PERKS/PERK_PACKAGE_ACTIVATE_GHOST,a&PERKS/PERK_PACKAGE_ACTIVATE_GHOST,a&,iw9_icon_perk_guerilla,#hash_42d038e5fcf9e740,killstreak_splash,killstreak,,a&,,,,,1,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_d41dbe648a9ae8cc,a&PERKS/PERK_PACKAGE_EARN_FASTHANDS,a&PERKS/PERK_PACKAGE_EARN_FASTHANDS,a&,iw9_icon_perk_warhead,#mp_killstreak_earn_sfx,killstreak_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_4d65cc3218931e69,a&PERKS/PERK_PACKAGE_EARN_OVERWATCH,a&PERKS/PERK_PACKAGE_EARN_OVERWATCH,a&PERKS/PERK_PACKAGE_ACTIVATE_OVERWATCH,iw9_icon_perk_overwatch,#hash_42d039e5fcf9e8f3,killstreak_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_4eb11bb4b6255e62,a&PERKS/PERK_PACKAGE_ACTIVATE_OVERWATCH,a&PERKS/PERK_PACKAGE_ACTIVATE_OVERWATCH,a&,iw9_icon_perk_overwatch,#hash_42d038e5fcf9e740,killstreak_splash,killstreak,,a&,,,,,1,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_gametype_mini_mgl_welcome,a&LUA_MENU_MOBILE/MINI_MGL_WELCOME_TITLE,a&LUA_MENU_MOBILE/MINI_MGL_WELCOME_TITLE,a&SPLASHES/BRMINI_WELCOME_DESC,icon_mode_wz_br_mini,#hash_1e4684df2117ba45,playercard_splash,local,,a&,,,Global.keyColorDark,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_gametype_vanilla_match_introduction,a&LUA_MENU_MOBILE/BR_VANILLA_INTRODUCTION_TITLE,a&LUA_MENU_MOBILE/BR_VANILLA_INTRODUCTION_TITLE,a&LUA_MENU_MOBILE/BR_VANILLA_INTRODUCTION_DESC,ui_mp_mobile_br_mode_icon,#ui_splash_screen_default,splash,introduction,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_gametype_mini_mgl_match_introduction,a&LUA_MENU_MOBILE/BR_MINI_MGL_INTRODUCTION_TITLE,a&LUA_MENU_MOBILE/BR_MINI_MGL_INTRODUCTION_TITLE,a&LUA_MENU_MOBILE/BR_MINI_MGL_INTRODUCTION_DESC,ui_mp_mobile_br_mini_mode_icon,#ui_splash_screen_default,splash,introduction,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_ai_gulag_start,a&SPLASHES/BR_AI_GULAG_START,a&SPLASHES/BR_AI_GULAG_START,a&SPLASHES/BR_AI_GULAG_START_DESC,blank,#hash_1e4684df2117ba45,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_ai_gulag_reached_end,a&SPLASHES/BR_AI_GULAG_REACHED_END,a&SPLASHES/BR_AI_GULAG_REACHED_END,a&SPLASHES/BR_AI_GULAG_REACHED_END_DESC,blank,#hash_1e4684df2117ba45,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
